BuyAndHold,LongCall,Putwrite
-0.189148,-0.26768,-0.356297
0.287238,0.447804,0.319883
0.256233,0.394207,0.29419
0.373261,0.593767,0.388053
0.0543084,0.0299117,0.10953
-0.123649,-0.1957,-0.208938
-0.112024,-0.183489,-0.183426
-0.225212,-0.309837,-0.440307
0.408776,0.652941,0.414959
0.117878,0.147731,0.171227
-0.0426335,-0.113771,-0.0347465
-0.0093691,-0.0821223,0.0345112
0.202962,0.300785,0.248528
-0.0163713,-0.0886952,0.0200339
-0.0836069,-0.154301,-0.121814
0.37693,0.599909,0.390864
0.0874102,0.0916582,0.142107
0.127125,0.164611,0.179908
0.268972,0.416294,0.304823
0.0178792,-0.0391003,0.0724747
0.440829,0.70584,0.438667
-0.0320309,-0.103566,-0.0125375
0.322518,0.508138,0.348377
-0.0713283,-0.141968,-0.0955095
0.127891,0.166007,0.180624
0.0149631,-0.0446749,0.0694513
-0.092954,-0.163801,-0.141965
0.0904351,0.0972572,0.145035
-0.199851,-0.279992,-0.381003
0.128529,0.167168,0.18122
0.165119,0.233325,0.214845
-0.0508061,-0.121715,-0.0519535
0.424037,0.678186,0.426314
-0.192807,-0.271871,-0.364723
0.0829851,0.0834548,0.13781
-0.0555563,-0.126364,-0.0619906
0.114794,0.142087,0.168316
-0.0553622,-0.126173,-0.0615799
-0.111917,-0.183378,-0.183193
0.569809,0.914263,0.529015
0.0956566,0.106905,0.150069
0.197087,0.290374,0.243369
0.0643741,0.0487819,0.119543
0.292703,0.457194,0.324348
0.0670751,0.0538313,0.122214
-0.0851455,-0.155858,-0.125123
-0.0998699,-0.170893,-0.156947
-0.049458,-0.1204,-0.0491099
-0.0678303,-0.138485,-0.0880497
-0.0411049,-0.112293,-0.0315367
0.217059,0.325678,0.260806
0.142576,0.192679,0.194256
0.0924401,0.100964,0.14697
-0.097806,-0.168771,-0.152469
0.0012579,-0.0709773,0.0551247
-0.173069,-0.249485,-0.319527
-0.105223,-0.176421,-0.168586
-0.0309829,-0.102563,-0.0103492
0.0378628,-0.00110141,0.092963
0.157886,0.220322,0.208283
0.331518,0.523422,0.355524
0.07863,0.075366,0.133564
0.315202,0.495681,0.342531
-0.114089,-0.185647,-0.187945
-0.109117,-0.180461,-0.177075
0.156098,0.217102,0.206655
0.176236,0.253241,0.224852
-0.0985816,-0.169568,-0.154151
-0.258203,-0.350156,-0.519151
0.179339,0.258785,0.227628
0.07751,0.0732833,0.132469
0.0134299,-0.0476088,0.0678582
0.177627,0.255728,0.226098
0.771364,1.22775,0.65631
0.275138,0.426952,0.309931
-0.108743,-0.180073,-0.176259
0.126817,0.16405,0.17962
-0.153359,-0.227659,-0.274993
0.129685,0.169274,0.182299
-0.257232,-0.348945,-0.516802
0.168347,0.239117,0.217761
0.259851,0.400489,0.297221
-0.185323,-0.263319,-0.347514
0.0300994,-0.0158219,0.0850508
-0.290172,-0.390976,-0.597543
0.0165798,-0.0415833,0.0711286
0.154748,0.21467,0.205423
0.0190495,-0.0368653,0.0736855
-0.077361,-0.148007,-0.10841
-0.232076,-0.318083,-0.456548
0.116588,0.145371,0.17001
0.236013,0.35895,0.27709
0.334786,0.528961,0.358107
0.0689033,0.0572456,0.124018
0.167198,0.237056,0.216724
0.402174,0.641986,0.410009
0.131049,0.171756,0.183571
-0.0322008,-0.103728,-0.0128923
-0.229959,-0.315531,-0.451529
0.561772,0.901469,0.523606
-0.193808,-0.27302,-0.367031
0.32611,0.514242,0.351235
-0.102343,-0.173443,-0.16232
-0.0535869,-0.124433,-0.057826
-0.00377217,-0.0769019,0.0460452
0.130341,0.170468,0.182911
-0.191497,-0.270368,-0.361704
0.159571,0.223353,0.209815
-0.0250045,-0.0968637,0.00211075
-0.0664972,-0.137161,-0.0852105
0.0766816,0.0717422,0.131659
0.043867,0.0102479,0.0990418
-0.034659,-0.106085,-0.0180306
-0.164197,-0.239597,-0.29941
0.220188,0.331186,0.263512
-0.120181,-0.192041,-0.201308
0.278397,0.432577,0.312621
0.633189,1.01432,0.570725
0.00662603,-0.0606545,0.0607595
0.0618193,0.0440003,0.117011
0.0676742,0.0549505,0.122806
0.217383,0.326248,0.261086
0.291442,0.455029,0.32332
0.0785528,0.0752223,0.133488
0.176317,0.253386,0.224925
0.0123956,-0.0495893,0.0667821
-0.0515964,-0.122487,-0.0536215
0.0496541,0.0211578,0.104868
-0.0378884,-0.10919,-0.0247913
-0.0158838,-0.0882361,0.0210434
0.292729,0.457239,0.324369
0.331911,0.524088,0.355835
0.0186107,-0.0377031,0.0732317
-0.0803239,-0.150988,-0.114762
0.141572,0.19086,0.19333
0.127937,0.166091,0.180667
0.051152,0.023977,0.106371
-0.111296,-0.182731,-0.181836
0.286208,0.446031,0.31904
0.0518421,0.0252753,0.107062
-0.200081,-0.280258,-0.381536
0.0571321,0.0352137,0.112349
-0.12108,-0.192989,-0.203285
-0.031933,-0.103472,-0.012333
-0.0470194,-0.118026,-0.0439711
0.0769095,0.0721663,0.131882
0.100755,0.116306,0.154961
0.0816137,0.0809093,0.136475
0.105114,0.124326,0.159126
0.261795,0.403862,0.298845
0.400642,0.639442,0.408858
0.168512,0.239412,0.217909
-0.0995355,-0.170549,-0.156221
0.318854,0.501903,0.345453
0.163214,0.229903,0.213121
-0.0687441,-0.139394,-0.0899969
-0.0481966,-0.119171,-0.0464509
0.241986,0.36939,0.28217
0.0599881,0.0405696,0.115192
-0.251528,-0.341856,-0.503037
-0.00873259,-0.0815272,0.0358246
0.477675,0.766085,0.465277
0.0273701,-0.0210096,0.082255
0.0172639,-0.0402759,0.0718375
-0.0788454,-0.149499,-0.111591
0.222312,0.334922,0.265345
0.0369049,-0.002915,0.0919899
0.108706,0.130926,0.162546
0.214823,0.321738,0.258868
0.372504,0.5925,0.387472
0.266605,0.412197,0.302855
-0.0542987,-0.125131,-0.0593307
0.293999,0.459419,0.325404
0.49236,0.789933,0.475698
0.212748,0.318079,0.257067
0.168395,0.239203,0.217804
0.161781,0.227328,0.211822
0.00783582,-0.0583318,0.0620252
